-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         1.47%     436.016us         1.47%     436.016us       2.169us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           201  
                                        cudaMemsetAsync         6.65%       1.966ms         6.65%       1.966ms       8.585us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           229  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us      93.663us         0.17%      93.663us       0.409us           0 b           0 b           0 b           0 b           229  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      30.253ms        53.30%      30.253ms     135.056us           0 b           0 b           0 b           0 b           224  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     235.425us         0.41%     235.425us       3.679us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     156.961us         0.28%     156.961us       2.453us           0 b           0 b           0 b           0 b            64  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     424.579us         0.75%     424.579us       6.634us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     449.666us         0.79%     449.666us       4.684us           0 b           0 b           0 b           0 b            96  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     442.019us         0.78%     442.019us       4.604us           0 b           0 b           0 b           0 b            96  
                                 cudaDeviceGetAttribute         0.16%      48.671us         0.16%      48.671us       0.695us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            70  
                                         cuLaunchKernel         2.78%     823.278us         2.78%     823.278us      11.761us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            70  
void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688g...         0.00%       0.000us         0.00%       0.000us       0.000us     654.501us         1.15%     654.501us      20.453us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     105.860us         0.19%     105.860us       3.308us           0 b           0 b           0 b           0 b            32  
void (anonymous namespace)::softmax_warp_forward<c10...         0.00%       0.000us         0.00%       0.000us       0.000us     294.529us         0.52%     294.529us       9.204us           0 b           0 b           0 b           0 b            32  
void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688g...         0.00%       0.000us         0.00%       0.000us       0.000us     401.476us         0.71%     401.476us      12.546us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     166.048us         0.29%     166.048us       4.488us           0 b           0 b           0 b           0 b            37  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     319.461us         0.56%     319.461us       9.983us           0 b           0 b           0 b           0 b            32  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us       3.260ms         5.74%       3.260ms     543.342us           0 b           0 b           0 b           0 b             6  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_rel...         0.00%       0.000us         0.00%       0.000us       0.000us     407.747us         0.72%     407.747us      81.549us           0 b           0 b           0 b           0 b             5  
                                  cudaDeviceSynchronize         7.39%       2.185ms         7.39%       2.185ms       2.185ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     161.313us         0.28%     161.313us     161.313us           0 b           0 b           0 b           0 b             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 29.574ms
Self CUDA time total: 56.763ms
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     167.05 Mb     167.05 Mb          4763  
                                       cudaLaunchKernel        76.65%      19.632ms        76.65%      19.632ms       8.973us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          2188  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us       1.921us         0.00%       1.921us       0.960us           0 b           0 b           0 b           0 b             2  
void at::native::(anonymous namespace)::indexSelectL...         0.00%       0.000us         0.00%       0.000us       0.000us       9.344us         0.01%       9.344us       9.344us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       0.864us         0.00%       0.864us       0.864us           0 b           0 b           0 b           0 b             1  
